locus_tag	ftype	length_bp	gene	EC_number	COG	product
COOAFFBM_00315	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
COOAFFBM_00316	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
COOAFFBM_00317	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
COOAFFBM_00318	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
COOAFFBM_00319	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
COOAFFBM_00320	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
COOAFFBM_00321	CDS	372			COG1555	putative protein
COOAFFBM_00322	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
COOAFFBM_00323	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
COOAFFBM_00324	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
COOAFFBM_00325	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
COOAFFBM_00326	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
COOAFFBM_00327	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
COOAFFBM_00328	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
COOAFFBM_00329	CDS	579				hypothetical protein
COOAFFBM_00330	CDS	1476	ampG_1		COG0477	Anhydromuropeptide permease
COOAFFBM_00331	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
COOAFFBM_00332	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
COOAFFBM_00333	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
COOAFFBM_00334	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
COOAFFBM_00335	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
COOAFFBM_00336	CDS	312				hypothetical protein
COOAFFBM_00337	CDS	543				hypothetical protein
COOAFFBM_00338	CDS	972				hypothetical protein
COOAFFBM_00339	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
COOAFFBM_00340	CDS	492				hypothetical protein
COOAFFBM_00341	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
COOAFFBM_00342	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
COOAFFBM_00343	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
COOAFFBM_00344	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
COOAFFBM_00345	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
COOAFFBM_00346	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
COOAFFBM_00347	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
COOAFFBM_00348	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
COOAFFBM_00349	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
COOAFFBM_00350	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
COOAFFBM_00351	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
COOAFFBM_00352	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
COOAFFBM_00353	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
COOAFFBM_00354	CDS	114	yajI_1			putative lipoprotein YajI
COOAFFBM_00355	CDS	423	yajI_2			putative lipoprotein YajI
COOAFFBM_00356	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
COOAFFBM_00357	CDS	348				hypothetical protein
COOAFFBM_00358	CDS	972	secF		COG0341	Protein translocase subunit SecF
COOAFFBM_00359	CDS	1815	secD		COG0342	Protein translocase subunit SecD
COOAFFBM_00360	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
COOAFFBM_00361	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
COOAFFBM_00362	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
COOAFFBM_00363	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
COOAFFBM_00364	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
COOAFFBM_00365	CDS	1374	proY		COG1113	Proline-specific permease ProY
COOAFFBM_00366	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
COOAFFBM_00367	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
COOAFFBM_00368	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
COOAFFBM_00369	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
COOAFFBM_00370	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
COOAFFBM_00371	CDS	1269	araJ		COG2814	Putative transporter AraJ
COOAFFBM_00372	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
COOAFFBM_00373	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
COOAFFBM_00374	CDS	363				hypothetical protein
COOAFFBM_00375	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
COOAFFBM_00376	CDS	678				hypothetical protein
COOAFFBM_00377	CDS	192	yaiA			putative protein YaiA
COOAFFBM_00378	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
COOAFFBM_00379	CDS	459				hypothetical protein
COOAFFBM_00380	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
COOAFFBM_00381	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
COOAFFBM_00382	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
COOAFFBM_00383	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
COOAFFBM_00384	CDS	261	iraP			Anti-adapter protein IraP
COOAFFBM_00385	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
COOAFFBM_00386	CDS	213				hypothetical protein
COOAFFBM_00387	CDS	309	yaiY			Inner membrane protein YaiY
COOAFFBM_00388	CDS	1095				hypothetical protein
COOAFFBM_00389	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
COOAFFBM_00390	CDS	102				hypothetical protein
COOAFFBM_00391	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
COOAFFBM_00392	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
COOAFFBM_00393	CDS	2889				hypothetical protein
COOAFFBM_00394	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
COOAFFBM_00395	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
COOAFFBM_00396	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
COOAFFBM_00397	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
COOAFFBM_00398	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
COOAFFBM_00399	CDS	672				hypothetical protein
COOAFFBM_00400	CDS	1197				hypothetical protein
COOAFFBM_00401	CDS	774				hypothetical protein
COOAFFBM_00402	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
COOAFFBM_00403	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
COOAFFBM_00404	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
COOAFFBM_00405	CDS	540				hypothetical protein
COOAFFBM_00406	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
COOAFFBM_00407	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
COOAFFBM_00408	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
COOAFFBM_00409	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
COOAFFBM_00410	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
COOAFFBM_00411	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
COOAFFBM_00412	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
COOAFFBM_00413	CDS	948				hypothetical protein
COOAFFBM_00414	CDS	1092	lacI		COG1609	Lactose operon repressor
COOAFFBM_00415	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
COOAFFBM_00416	CDS	1254	lacY			Lactose permease
COOAFFBM_00417	CDS	606	lacA_1	2.3.1.18	COG0110	Galactoside O-acetyltransferase
COOAFFBM_00418	CDS	1182	yycB		COG2807	putative transporter YycB
COOAFFBM_00419	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
COOAFFBM_00420	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
COOAFFBM_00421	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
COOAFFBM_00422	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
COOAFFBM_00423	CDS	1260	codB		COG1457	Cytosine permease
COOAFFBM_00424	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
COOAFFBM_00425	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
COOAFFBM_00426	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
COOAFFBM_00427	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
COOAFFBM_00428	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
COOAFFBM_00429	CDS	276				hypothetical protein
COOAFFBM_00430	CDS	633	rhtC_1		COG1280	Threonine efflux protein
COOAFFBM_00431	tRNA	81				tRNA-Ser(gga)
COOAFFBM_00432	CDS	816				hypothetical protein
COOAFFBM_00433	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
COOAFFBM_00434	CDS	957	lsrD_1			Autoinducer 2 import system permease protein LsrD
COOAFFBM_00435	CDS	972	rbsC_1		COG1172	Ribose import permease protein RbsC
COOAFFBM_00436	CDS	1485	fruK_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
COOAFFBM_00437	CDS	987	lsrB_1			Autoinducer 2-binding protein LsrB
COOAFFBM_00438	CDS	411				hypothetical protein
COOAFFBM_00439	CDS	924				hypothetical protein
COOAFFBM_00440	CDS	387				hypothetical protein
COOAFFBM_00441	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
COOAFFBM_00442	CDS	1419				hypothetical protein
COOAFFBM_00443	CDS	1548	fdrA_1		COG0074	Protein FdrA
COOAFFBM_00444	CDS	864				hypothetical protein
COOAFFBM_00445	CDS	606				hypothetical protein
COOAFFBM_00446	CDS	498				hypothetical protein
COOAFFBM_00447	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
COOAFFBM_00448	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
COOAFFBM_00449	CDS	3984				hypothetical protein
COOAFFBM_00450	CDS	2034	betT		COG1292	High-affinity choline transport protein
COOAFFBM_00451	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
COOAFFBM_00452	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
COOAFFBM_00453	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
COOAFFBM_00454	CDS	666				hypothetical protein
COOAFFBM_00455	CDS	696	lutC		COG1556	Lactate utilization protein C
COOAFFBM_00456	CDS	1428	lutB		COG1139	Lactate utilization protein B
COOAFFBM_00457	CDS	720	lutA_1		COG0247	Lactate utilization protein A
COOAFFBM_00458	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
COOAFFBM_00459	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
COOAFFBM_00460	CDS	594	rclC		COG3059	Inner membrane protein RclC
COOAFFBM_00461	CDS	858	rob_2		COG2207	Right origin-binding protein
COOAFFBM_00462	CDS	4254				hypothetical protein
COOAFFBM_00463	CDS	102	ykgR			putative membrane protein YkgR
COOAFFBM_00464	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
COOAFFBM_00465	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
COOAFFBM_00466	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
COOAFFBM_00467	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
COOAFFBM_00468	CDS	669	ecpB			putative fimbrial chaperone EcpB
COOAFFBM_00469	CDS	2526	ecpC			putative outer membrane usher protein EcpC
COOAFFBM_00470	CDS	1644	ecpD			Fimbria adhesin EcpD
COOAFFBM_00471	CDS	711	ecpE			putative fimbrial chaperone EcpE
COOAFFBM_00472	CDS	615	yagU_1		COG3477	Inner membrane protein YagU
COOAFFBM_00473	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
COOAFFBM_00474	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
COOAFFBM_00475	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
COOAFFBM_00476	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
COOAFFBM_00477	CDS	411				hypothetical protein
COOAFFBM_00478	CDS	96				hypothetical protein
COOAFFBM_00479	CDS	981				hypothetical protein
COOAFFBM_00480	CDS	984				hypothetical protein
COOAFFBM_00481	CDS	528				hypothetical protein
COOAFFBM_00482	CDS	273				hypothetical protein
COOAFFBM_00483	CDS	168				hypothetical protein
COOAFFBM_00484	CDS	324				hypothetical protein
COOAFFBM_00485	CDS	1143				hypothetical protein
COOAFFBM_00486	CDS	123				hypothetical protein
COOAFFBM_00487	CDS	288				hypothetical protein
COOAFFBM_00488	CDS	558	proQ_1			RNA chaperone ProQ
COOAFFBM_00489	CDS	2133				hypothetical protein
COOAFFBM_00490	CDS	291				hypothetical protein
COOAFFBM_00491	CDS	201				hypothetical protein
COOAFFBM_00492	CDS	366				hypothetical protein
COOAFFBM_00493	CDS	348				hypothetical protein
COOAFFBM_00494	CDS	306				hypothetical protein
COOAFFBM_00495	CDS	801				hypothetical protein
COOAFFBM_00496	CDS	198				hypothetical protein
COOAFFBM_00497	CDS	798				hypothetical protein
COOAFFBM_00498	CDS	1215	intS_1		COG0582	Prophage integrase IntS
COOAFFBM_00499	CDS	1278	xerC_1			Tyrosine recombinase XerC
COOAFFBM_00500	CDS	678				hypothetical protein
COOAFFBM_00501	CDS	1842				hypothetical protein
COOAFFBM_00502	CDS	198				hypothetical protein
COOAFFBM_00503	CDS	1032				hypothetical protein
COOAFFBM_00504	CDS	384				hypothetical protein
COOAFFBM_00505	CDS	198				hypothetical protein
COOAFFBM_00506	CDS	300				hypothetical protein
COOAFFBM_00507	CDS	204				hypothetical protein
COOAFFBM_00508	CDS	384				hypothetical protein
COOAFFBM_00509	CDS	270				hypothetical protein
COOAFFBM_00510	CDS	669				hypothetical protein
COOAFFBM_00511	CDS	183				hypothetical protein
COOAFFBM_00512	CDS	552	hin_1		COG1961	DNA-invertase hin
COOAFFBM_00513	CDS	159				hypothetical protein
COOAFFBM_00514	CDS	153				hypothetical protein
COOAFFBM_00515	tRNA	76				tRNA-Thr(cgt)
COOAFFBM_00516	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
COOAFFBM_00517	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
COOAFFBM_00518	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
COOAFFBM_00519	CDS	402	crl			Sigma factor-binding protein Crl
COOAFFBM_00520	CDS	1245				hypothetical protein
COOAFFBM_00521	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
COOAFFBM_00522	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
COOAFFBM_00523	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
COOAFFBM_00524	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
COOAFFBM_00525	CDS	453	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
COOAFFBM_00526	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
COOAFFBM_00527	CDS	636	lafU		COG1360	Chemotaxis protein LafU
COOAFFBM_00528	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
COOAFFBM_00529	CDS	279				hypothetical protein
COOAFFBM_00530	CDS	357				hypothetical protein
COOAFFBM_00531	CDS	774				hypothetical protein
COOAFFBM_00532	CDS	261	dinJ			Antitoxin DinJ
COOAFFBM_00533	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
COOAFFBM_00534	CDS	741				hypothetical protein
COOAFFBM_00535	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
COOAFFBM_00536	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
COOAFFBM_00537	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
COOAFFBM_00538	CDS	447	ivy			Inhibitor of vertebrate lysozyme
COOAFFBM_00539	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
COOAFFBM_00540	CDS	303				ISAs1 family transposase ISEc1
COOAFFBM_00541	CDS	651	inaA			Protein InaA
COOAFFBM_00542	CDS	255				hypothetical protein
COOAFFBM_00543	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
COOAFFBM_00544	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
COOAFFBM_00545	CDS	3735	yfaL		COG3468	putative autotransporter YfaL
COOAFFBM_00546	CDS	723	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
COOAFFBM_00547	CDS	2628	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
COOAFFBM_00548	CDS	1689				hypothetical protein
COOAFFBM_00549	CDS	624				hypothetical protein
COOAFFBM_00550	CDS	4395				hypothetical protein
COOAFFBM_00551	CDS	1650				hypothetical protein
COOAFFBM_00552	CDS	777				hypothetical protein
COOAFFBM_00553	CDS	2850	rcsC	2.7.13.3		Sensor histidine kinase RcsC
COOAFFBM_00554	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
COOAFFBM_00555	CDS	2673	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
COOAFFBM_00556	CDS	1104	ompC			Outer membrane porin C
COOAFFBM_00557	CDS	1056	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
COOAFFBM_00558	CDS	1065	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
COOAFFBM_00559	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
COOAFFBM_00560	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
COOAFFBM_00561	CDS	1647	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
COOAFFBM_00562	CDS	489	eco		COG4574	Ecotin
COOAFFBM_00563	CDS	165				hypothetical protein
COOAFFBM_00564	CDS	495	napF		COG1145	Ferredoxin-type protein NapF
COOAFFBM_00565	CDS	264	napD		COG3062	Chaperone NapD
COOAFFBM_00566	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
COOAFFBM_00567	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
COOAFFBM_00568	CDS	864	napH		COG0348	Ferredoxin-type protein NapH
COOAFFBM_00569	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
COOAFFBM_00570	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
COOAFFBM_00571	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
COOAFFBM_00572	CDS	663	ccmB		COG2386	Heme exporter protein B
COOAFFBM_00573	CDS	738	ccmC		COG0755	Heme exporter protein C
COOAFFBM_00574	CDS	210	ccmD		COG3114	Heme exporter protein D
COOAFFBM_00575	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
COOAFFBM_00576	CDS	1944	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
COOAFFBM_00577	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
COOAFFBM_00578	CDS	1053	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
COOAFFBM_00579	CDS	648	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
COOAFFBM_00580	CDS	2316				putative autotransporter
COOAFFBM_00581	tRNA	77				tRNA-Pro(ggg)
COOAFFBM_00582	CDS	1761	yejM		COG3083	Inner membrane protein YejM
COOAFFBM_00583	CDS	228				hypothetical protein
COOAFFBM_00584	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
COOAFFBM_00585	CDS	285	rplY		COG1825	50S ribosomal protein L25
COOAFFBM_00586	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
COOAFFBM_00587	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
COOAFFBM_00588	CDS	1191	bcr			Bicyclomycin resistance protein
COOAFFBM_00589	CDS	345	yejG			putative protein YejG
COOAFFBM_00590	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
COOAFFBM_00591	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
COOAFFBM_00592	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
COOAFFBM_00593	CDS	1815				hypothetical protein
COOAFFBM_00594	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
COOAFFBM_00595	CDS	567	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
COOAFFBM_00596	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
COOAFFBM_00597	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
COOAFFBM_00598	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
COOAFFBM_00599	CDS	573	yeiP		COG0231	Elongation factor P-like protein
COOAFFBM_00600	CDS	255				hypothetical protein
COOAFFBM_00601	CDS	1182	setB			Sugar efflux transporter B
COOAFFBM_00602	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
COOAFFBM_00603	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
COOAFFBM_00604	CDS	1692	fruA		COG1299	PTS system fructose-specific EIIB'BC component
COOAFFBM_00605	CDS	942	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
COOAFFBM_00606	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
COOAFFBM_00607	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
COOAFFBM_00608	CDS	699	yeiL		COG0664	Regulatory protein YeiL
COOAFFBM_00609	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
COOAFFBM_00610	CDS	1251	nupX		COG1972	Putative nucleoside permease NupX
COOAFFBM_00611	CDS	1089	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
COOAFFBM_00612	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
COOAFFBM_00613	CDS	1050				hypothetical protein
COOAFFBM_00614	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
COOAFFBM_00615	CDS	1470	lysP		COG0833	Lysine-specific permease
COOAFFBM_00616	CDS	1992	cirA_1		COG4771	Colicin I receptor
COOAFFBM_00617	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
COOAFFBM_00618	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
COOAFFBM_00619	CDS	1158				hypothetical protein
COOAFFBM_00620	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
COOAFFBM_00621	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
COOAFFBM_00622	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
COOAFFBM_00623	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
COOAFFBM_00624	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
COOAFFBM_00625	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
COOAFFBM_00626	CDS	240				hypothetical protein
COOAFFBM_00627	CDS	720				hypothetical protein
COOAFFBM_00628	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
COOAFFBM_00629	CDS	696	yohK		COG1346	Inner membrane protein YohK
COOAFFBM_00630	CDS	399				hypothetical protein
COOAFFBM_00631	CDS	948	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
COOAFFBM_00632	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
COOAFFBM_00633	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
COOAFFBM_00634	CDS	579	yohD		COG0586	Inner membrane protein YohD
COOAFFBM_00635	CDS	588	yohC			Inner membrane protein YohC
COOAFFBM_00636	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
COOAFFBM_00637	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
COOAFFBM_00638	CDS	2268		3.2.1.-		Beta-xylosidase
COOAFFBM_00639	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
COOAFFBM_00640	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
COOAFFBM_00641	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
COOAFFBM_00642	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
COOAFFBM_00643	CDS	108				hypothetical protein
COOAFFBM_00644	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
COOAFFBM_00645	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
COOAFFBM_00646	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
COOAFFBM_00647	CDS	471				hypothetical protein
COOAFFBM_00648	CDS	462	yehR		COG4808	putative lipoprotein YehR
